Exercici,Ingrés / Despesa,Servei / entitat,Nom servei / entitat,Subsector,Agrupació,"Agrupació
SP",Secció,Entitat CP Sector Públic,Entitat CP SEC,Entitat,Nom Entitat,Servei,Nom Servei,Capítol,Article,Concepte,Aplicació,Nom Aplicació,Àrea,Política,Programa,Nom Programa,Partida,Import sense consolidar
2010,D,7420,Consorci del Montsec ,Consorcis,VP,VP,,X,X,7420,Consorci del Montsec ,,,2,22,221,2210002,Combustible per a mitjans de transport,1,12,121,Direcció i administració generals,D/221000200/1210/0000,"3.000,00"
2010,D,7870,Consorci d'Educació de Barcelona,Consorcis,EN,EN,,X,X,7870,Consorci d'Educació de Barcelona,,,6,68,680,6800002,Inversions en aplicacions informàtiques,4,42,421,Educació general,D/680000200/4210/0000,"42.885,00"
2010,D,7540,Consorci de Castelldefels Agents de Salut,Consorcis,SA,SA,,X,X,7540,Consorci de Castelldefels Agents de Salut,,,2,22,226,2260009,Funcionament de consells i òrgans col·legiats,4,41,411,Atenció primària de salut,D/226000900/4110/0000,"5.000,00"
2010,D,8030,Consorci del Centre de Terminologia TERMCAT,Consorcis,VP,VP,,X,X,8030,Consorci del Centre de Terminologia TERMCAT,,,2,22,221,2210089,Altres subministraments,4,45,451,Promoció de la llengua catalana,D/221008900/4510/0000,"1.668,80"
2010,D,8050,Consorci Casa de les Llengües,Consorcis,VP,VP,,X,0,8050,Consorci Casa de les Llengües,,,2,22,226,2260006,Oposicions i proves selectives,4,44,441,Equipaments culturals,D/226000600/4410/0000,"500,00"
2010,D,7940,Agència Catalana de la Joventut,EDP,BE,BE,,X,X,7940,Agència Catalana de la Joventut,,,2,24,240,2400001,Despeses de publicacions,3,32,321,Serveis a la joventut,D/240000100/3210/0000,"21.700,00"
2010,D,8020,Centre de Documentació Política,Fundacions,PR,PR,,X,0,8020,Centre de Documentació Política,,,2,20,200,2000002,"Altres lloguers i cànons de terrenys, béns natural s, edificis i altres construccions",1,12,121,Direcció i administració generals,D/200000200/1210/0000,"96.900,00"
2010,D,8030,Consorci del Centre de Terminologia TERMCAT,Consorcis,VP,VP,,X,X,8030,Consorci del Centre de Terminologia TERMCAT,,,2,22,222,2220001,"Despeses postals, missatgeria i altres similars",4,45,451,Promoció de la llengua catalana,D/222000100/4510/0000,"6.000,00"
2010,D,7900,Consell Nacional de la Joventut de Catalunya,EDP,BE,BE,,X,X,7900,Consell Nacional de la Joventut de Catalunya,,,2,24,240,2400001,Despeses de publicacions,3,32,321,Serveis a la joventut,D/240000100/3210/0000,"16.994,55"
2010,D,7420,Consorci del Montsec ,Consorcis,VP,VP,,X,X,7420,Consorci del Montsec ,,,2,22,226,2260002,Atencions protocol·làries i representatives,1,12,121,Direcció i administració generals,D/226000200/1210/0000,"2.000,00"
2010,D,7070,Fundació per a la Universitat Oberta de Catalunya,Fundacions,IU,IU,,X,X,7070,Fundació per a la Universitat Oberta de Catalunya,,,3,31,310,3100001,Interessos d'operacions de tresoreria dels préstec s en euros,4,42,422,Educació universitària,D/310000100/4220/0000,"3.693,74"
2010,D,8050,Consorci Casa de les Llengües,Consorcis,VP,VP,,X,0,8050,Consorci Casa de les Llengües,,,2,22,226,2260007,Publicacions i edictes als diaris oficials,4,44,441,Equipaments culturals,D/226000700/4410/0000,"1.500,00"
2010,D,8060,Memorial Democràtic,EDP,IT,IT,,X,X,8060,Memorial Democràtic,,,2,20,202,2020001,Lloguers i cànons d'equips per a procés de dades,1,13,131,Participació ciutadana i qualitat democràtica,D/202000100/1310/0000,"20.000,00"
2010,D,7540,Consorci de Castelldefels Agents de Salut,Consorcis,SA,SA,,X,X,7540,Consorci de Castelldefels Agents de Salut,,,2,22,226,2260011,Formació del personal propi,4,41,411,Atenció primària de salut,D/226001100/4110/0000,"25.000,00"
2010,D,7520,Consorci per a la Normalització Lingüística,Consorcis,VP,VP,,X,X,7520,Consorci per a la Normalització Lingüística,,,2,22,227,2270089,Altres treballs realitzats per altres empreses,4,45,451,Promoció de la llengua catalana,D/227008900/4510/0000,"175.000,00"
2010,D,8460,"Institut Català de Recerca de l'Aigua, Fundació Privada (ICRA)",Fundacions,IU,IU,,X,0,8460,"Institut Català de Recerca de l'Aigua, Fundació Privada (ICRA)",,,1,16,160,1600001,Seguretat Social,5,57,571,Recerca i Desenvolupament,D/160000100/5710/0000,"439.158,64"
2010,D,7450,Consorci Institut Català d'Arqueologia Clàssica,Consorcis,IU,IU,,X,0,7450,Consorci Institut Català d'Arqueologia Clàssica,,,1,16,160,1600001,Seguretat Social,5,57,571,Recerca i Desenvolupament,D/160000100/5710/0000,"371.290,33"
2010,D,7660,Fundació Privada Institut Català de Nanotecnologia (ICN),Fundacions,IU,IU,,X,0,7660,Fundació Privada Institut Català de Nanotecnologia (ICN),,,1,16,160,1600001,Seguretat Social,5,57,571,Recerca i Desenvolupament,D/160000100/5710/0000,"727.251,00"
2010,D,7720,Consorci Port de Mataró,Consorcis,PO,PO,,X,0,7720,Consorci Port de Mataró,,,1,13,132,1320002,Personal laboral,5,52,524,Ports i transport marítim,D/132000200/5240/0000,"330.534,47"
2010,D,8480,"Institut Català de Paleontologia, Fundació Privada (ICP)",Fundacions,IU,IU,,X,0,8480,"Institut Català de Paleontologia, Fundació Privada (ICP)",,,1,16,160,1600001,Seguretat Social,5,57,571,Recerca i Desenvolupament,D/160000100/5710/0000,"317.760,00"
2010,D,7590,Centre Tecnològic de Telecomunicacions de Catalunya (CTTC),Fundacions,IU,IU,,X,0,7590,Centre Tecnològic de Telecomunicacions de Catalunya (CTTC),,,1,16,160,1600001,Seguretat Social,5,57,571,Recerca i Desenvolupament,D/160000100/5710/0000,"878.000,00"
2010,D,7600,Fundació Privada Institut Català d'Investigació Química,Fundacions,IU,IU,,X,0,7600,Fundació Privada Institut Català d'Investigació Química,,,1,16,160,1600001,Seguretat Social,5,57,571,Recerca i Desenvolupament,D/160000100/5710/0000,"1.754.076,00"
2010,D,8030,Consorci del Centre de Terminologia TERMCAT,Consorcis,VP,VP,,X,X,8030,Consorci del Centre de Terminologia TERMCAT,,,2,22,224,2240001,Despeses d'assegurances,4,45,451,Promoció de la llengua catalana,D/224000100/4510/0000,"3.650,50"
2010,D,7420,Consorci del Montsec ,Consorcis,VP,VP,,X,X,7420,Consorci del Montsec ,,,2,22,227,2270007,Gestió de centres i serveis,1,12,121,Direcció i administració generals,D/227000700/1210/0000,"117.000,00"
2010,D,8520,Consorci Centre de Recerca Ecològica i Aplicacions Forestals,Consorcis,MA,MA,,X,0,8520,Consorci Centre de Recerca Ecològica i Aplicacions Forestals,,,1,13,132,1320002,Personal laboral,5,57,571,Recerca i Desenvolupament,D/132000200/5710/0000,"2.200.405,33"
2010,D,7800,Consell Català de la Producció Agrària Ecològica,EDP,AG,AG,,X,0,7800,Consell Català de la Producció Agrària Ecològica,,,2,22,224,2240001,Despeses d'assegurances,6,61,612,"Ordenació, reconversió i suport als subsectors agraris i pesquers",D/224000100/6120/0000,"6.556,51"
2010,D,8060,Memorial Democràtic,EDP,IT,IT,,X,X,8060,Memorial Democràtic,,,2,22,220,2200001,Material ordinari no inventariable,1,13,131,Participació ciutadana i qualitat democràtica,D/220000100/1310/0000,"30.000,00"
2010,D,8050,Consorci Casa de les Llengües,Consorcis,VP,VP,,X,0,8050,Consorci Casa de les Llengües,,,2,22,226,2260009,Funcionament de consells i òrgans col·legiats,4,44,441,Equipaments culturals,D/226000900/4410/0000,"50,00"
2010,D,7540,Consorci de Castelldefels Agents de Salut,Consorcis,SA,SA,,X,X,7540,Consorci de Castelldefels Agents de Salut,,,2,22,226,2260089,Altres despeses diverses,4,41,411,Atenció primària de salut,D/226008900/4110/0000,"60.000,00"
2010,D,7520,Consorci per a la Normalització Lingüística,Consorcis,VP,VP,,X,X,7520,Consorci per a la Normalització Lingüística,,,2,23,230,2300001,"Dietes, locomoció i trasllats",4,45,451,Promoció de la llengua catalana,D/230000100/4510/0000,"110.000,00"
2010,D,8390,Consorci per a la Formació Contínua de Catalunya,Consorcis,TI,TI,,X,0,8390,Consorci per a la Formació Contínua de Catalunya,,,1,12,120,1200001,Retribucions bàsiques,3,33,334,Qualificació professional,D/120000100/3340/0000,"302.327,87"
2010,D,7610,"Institut de Ciències Fotòniques, Fundació Privada (ICFO)",Fundacions,IU,IU,,X,0,7610,"Institut de Ciències Fotòniques, Fundació Privada (ICFO)",,,1,16,160,1600001,Seguretat Social,5,57,571,Recerca i Desenvolupament,D/160000100/5710/0000,"1.312.238,23"
2010,D,8060,Memorial Democràtic,EDP,IT,IT,,X,X,8060,Memorial Democràtic,,,2,22,220,2200002,"Premsa, revistes, llibres i altres publicacions",1,13,131,Participació ciutadana i qualitat democràtica,D/220000200/1310/0000,"10.000,00"
2010,D,8030,Consorci del Centre de Terminologia TERMCAT,Consorcis,VP,VP,,X,X,8030,Consorci del Centre de Terminologia TERMCAT,,,2,22,225,2250001,Tributs,4,45,451,Promoció de la llengua catalana,D/225000100/4510/0000,"208,60"
2010,D,7870,Consorci d'Educació de Barcelona,Consorcis,EN,EN,,X,X,7870,Consorci d'Educació de Barcelona,,,2,22,227,2270010,Serveis de suport a centres i a col·lectius,4,42,421,Educació general,D/227001000/4210/0000,"1.883.941,00"
2010,D,7420,Consorci del Montsec ,Consorcis,VP,VP,,X,X,7420,Consorci del Montsec ,,,3,31,310,3100001,Interessos d'operacions de tresoreria dels préstec s en euros,1,12,121,Direcció i administració generals,D/310000100/1210/0000,"9.000,00"
2010,D,7970,Consell Nacional de la Cultura i de les Arts,EDP,CU,CU,,X,0,7970,Consell Nacional de la Cultura i de les Arts,,,2,21,210,2100001,"Conservació, reparació i manteniment terrenys, bén s naturals, edificis i altres construccions",4,44,442,"Suport a la creació, producció, promoció i difusió cultural",D/210000100/4420/0000,"110.000,00"
2010,D,8180,Consorci del Transport Públic de l'Àrea de Girona,Consorcis,PO,PO,,X,X,8180,Consorci del Transport Públic de l'Àrea de Girona,,,1,13,132,1320001,Personal d'alta direcció i assimilat,5,52,523,Suport al transport públic de viatgers,D/132000100/5230/0000,"61.200,00"
2010,D,7720,Consorci Port de Mataró,Consorcis,PO,PO,,X,0,7720,Consorci Port de Mataró,,,2,21,210,2100001,"Conservació, reparació i manteniment terrenys, bén s naturals, edificis i altres construccions",5,52,524,Ports i transport marítim,D/210000100/5240/0000,"469.572,60"
2010,D,8520,Consorci Centre de Recerca Ecològica i Aplicacions Forestals,Consorcis,MA,MA,,X,0,8520,Consorci Centre de Recerca Ecològica i Aplicacions Forestals,,,1,16,160,1600001,Seguretat Social,5,57,571,Recerca i Desenvolupament,D/160000100/5710/0000,"720.025,00"
2010,D,8510,Consorci de l'Habitatge de Barcelona,Consorcis,MA,MA,,X,0,8510,Consorci de l'Habitatge de Barcelona,,,4,48,480,4800001,A famílies,4,43,431,Habitatge,D/480000100/4310/0000,"2.519.720,00"
2010,D,8440,Consorci Centre de Visió per Computador,Consorcis,IU,IU,,X,0,8440,Consorci Centre de Visió per Computador,,,1,16,160,1600001,Seguretat Social,5,57,571,Recerca i Desenvolupament,D/160000100/5710/0000,"330.000,00"
2010,D,8390,Consorci per a la Formació Contínua de Catalunya,Consorcis,TI,TI,,X,0,8390,Consorci per a la Formació Contínua de Catalunya,,,1,13,132,1320002,Personal laboral,3,33,334,Qualificació professional,D/132000200/3340/0000,"1.287.375,49"
2010,D,8020,Centre de Documentació Política,Fundacions,PR,PR,,X,0,8020,Centre de Documentació Política,,,2,22,221,2210089,Altres subministraments,1,12,121,Direcció i administració generals,D/221008900/1210/0000,"3.700,00"
2010,D,8050,Consorci Casa de les Llengües,Consorcis,VP,VP,,X,0,8050,Consorci Casa de les Llengües,,,2,22,226,2260011,Formació del personal propi,4,44,441,Equipaments culturals,D/226001100/4410/0000,"5.000,00"
2010,D,8170,Consorci del Transport Públic del Camp de Tarragona,Consorcis,PO,PO,,X,X,8170,Consorci del Transport Públic del Camp de Tarragona,,,1,13,132,1320002,Personal laboral,5,52,523,Suport al transport públic de viatgers,D/132000200/5230/0000,"153.212,00"
2010,D,8160,Consorci Centre d'Estudis per a la Innovació del Transport (CENIT),Consorcis,PO,PO,,X,0,8160,Consorci Centre d'Estudis per a la Innovació del Transport (CENIT),,,1,16,160,1600001,Seguretat Social,5,57,574,Innovació,D/160000100/5740/0000,"340.500,00"
2010,D,8120,Consorci Port de Portbou,Consorcis,PO,PO,,X,0,8120,Consorci Port de Portbou,,,1,16,160,1600001,Seguretat Social,5,52,524,Ports i transport marítim,D/160000100/5240/0000,"77.250,00"
2010,D,8080,Fundació Privada Catalana per a l'Ensenyament de l'Idioma Anglès i l'Educació en Anglès,Fundacions,EC,EC,,X,0,8080,Fundació Privada Catalana per a l'Ensenyament de l'Idioma Anglès i l'Educació en Anglès,,,1,13,132,1320002,Personal laboral,4,42,425,Beques i ajuts a l'estudi,D/132000200/4250/0000,"42.033,88"
2010,D,7520,Consorci per a la Normalització Lingüística,Consorcis,VP,VP,,X,X,7520,Consorci per a la Normalització Lingüística,,,2,23,233,2330001,Fons d'Acció Social,4,45,451,Promoció de la llengua catalana,D/233000100/4510/0000,"140.000,00"
2010,D,7540,Consorci de Castelldefels Agents de Salut,Consorcis,SA,SA,,X,X,7540,Consorci de Castelldefels Agents de Salut,,,2,22,227,2270001,Neteja i sanejament,4,41,411,Atenció primària de salut,D/227000100/4110/0000,"150.000,00"
2010,D,8190,Consorci del Transport Públic de l'Àrea de Lleida,Consorcis,PO,PO,,X,X,8190,Consorci del Transport Públic de l'Àrea de Lleida,,,1,12,120,1200001,Retribucions bàsiques,5,52,523,Suport al transport públic de viatgers,D/120000100/5230/0000,"27.952,91"
2010,D,8230,Fundació Privada Jove Orquestra Nacional de Catalunya,Fundacions,EN,EN,,X,0,8230,Fundació Privada Jove Orquestra Nacional de Catalunya,,,1,13,132,1320002,Personal laboral,4,42,425,Beques i ajuts a l'estudi,D/132000200/4250/0000,"246.710,89"
2010,D,8550,Consorci Institut d'Estudis Territorials,Consorcis,PO,,,0,X,8550,Consorci Institut d'Estudis Territorials,,,1,16,160,1600001,Seguretat Social,5,54,542,Ordenació del territori,D/160000100/5420/0000,"183.200,00"
2010,D,7600,Fundació Privada Institut Català d'Investigació Química,Fundacions,IU,IU,,X,0,7600,Fundació Privada Institut Català d'Investigació Química,,,2,21,210,2100001,"Conservació, reparació i manteniment terrenys, bén s naturals, edificis i altres construccions",5,57,571,Recerca i Desenvolupament,D/210000100/5710/0000,"592.400,00"
2010,D,8140,Institut Català Internacional per la Pau,EDP,IT,IT,,X,X,8140,Institut Català Internacional per la Pau,,,2,22,220,2200001,Material ordinari no inventariable,1,13,131,Participació ciutadana i qualitat democràtica,D/220000100/1310/0000,"20.000,00"
2010,D,7070,Fundació per a la Universitat Oberta de Catalunya,Fundacions,IU,IU,,X,X,7070,Fundació per a la Universitat Oberta de Catalunya,,,3,34,342,3420001,Comissions i altres despeses bancàries,4,42,422,Educació universitària,D/342000100/4220/0000,"202.618,33"
2010,D,8460,"Institut Català de Recerca de l'Aigua, Fundació Privada (ICRA)",Fundacions,IU,IU,,X,0,8460,"Institut Català de Recerca de l'Aigua, Fundació Privada (ICRA)",,,2,22,220,2200001,Material ordinari no inventariable,5,57,571,Recerca i Desenvolupament,D/220000100/5710/0000,"535.300,00"
2010,D,7940,Agència Catalana de la Joventut,EDP,BE,BE,,X,X,7940,Agència Catalana de la Joventut,,,3,34,342,3420001,Comissions i altres despeses bancàries,3,32,321,Serveis a la joventut,D/342000100/3210/0000,"70.398,00"
2010,D,8490,"Institució Catalana de Recerca i Estudis Avançats, Fundació Privada",Fundacions,IU,IU,,X,0,8490,"Institució Catalana de Recerca i Estudis Avançats, Fundació Privada",,,1,16,160,1600001,Seguretat Social,5,57,571,Recerca i Desenvolupament,D/160000100/5710/0000,"3.047.084,52"
2010,D,8420,Consorci Laboratori de Llum de Sincrotró,Consorcis,IU,IU,,X,0,8420,Consorci Laboratori de Llum de Sincrotró,,,1,16,160,1600001,Seguretat Social,5,57,571,Recerca i Desenvolupament,D/160000100/5710/0000,"154.198,00"
2010,D,8510,Consorci de l'Habitatge de Barcelona,Consorcis,MA,MA,,X,0,8510,Consorci de l'Habitatge de Barcelona,,,4,46,469,4690001,A altres ens dependents de corporacions locals,4,43,431,Habitatge,D/469000100/4310/0000,"7.536.980,00"
2010,D,8300,Fundació Privada Institut d'Investigació Biomèdica de Bellvitge (IDIBELL),Fundacions,SA,SA,,X,0,8300,Fundació Privada Institut d'Investigació Biomèdica de Bellvitge (IDIBELL),,,1,16,160,1600001,Seguretat Social,5,57,573,Recerca i Desenvolupament Biomèdics i en ciències de la salut,D/160000100/5730/0000,"2.220.297,72"
2010,D,8340,Fundació Privada Centre de Recerca en Salut Internacional de Barcelona (CRESIB),Fundacions,SA,SA,,X,0,8340,Fundació Privada Centre de Recerca en Salut Internacional de Barcelona (CRESIB),,,1,16,160,1600001,Seguretat Social,5,57,573,Recerca i Desenvolupament Biomèdics i en ciències de la salut,D/160000100/5730/0000,"269.418,00"
2010,D,7970,Consell Nacional de la Cultura i de les Arts,EDP,CU,CU,,X,0,7970,Consell Nacional de la Cultura i de les Arts,,,2,21,214,2140001,"Altres despeses de conservació, reparació i manten iment",4,44,442,"Suport a la creació, producció, promoció i difusió cultural",D/214000100/4420/0000,"9.000,00"
2010,D,7610,"Institut de Ciències Fotòniques, Fundació Privada (ICFO)",Fundacions,IU,IU,,X,0,7610,"Institut de Ciències Fotòniques, Fundació Privada (ICFO)",,,2,22,220,2200001,Material ordinari no inventariable,5,57,571,Recerca i Desenvolupament,D/220000100/5710/0000,"855.000,00"
2010,D,8440,Consorci Centre de Visió per Computador,Consorcis,IU,IU,,X,0,8440,Consorci Centre de Visió per Computador,,,2,22,220,2200001,Material ordinari no inventariable,5,57,571,Recerca i Desenvolupament,D/220000100/5710/0000,"256.000,00"
2010,D,8550,Consorci Institut d'Estudis Territorials,Consorcis,PO,,,0,X,8550,Consorci Institut d'Estudis Territorials,,,2,21,214,2140001,"Altres despeses de conservació, reparació i manten iment",5,54,542,Ordenació del territori,D/214000100/5420/0000,"2.000,00"
2010,D,7600,Fundació Privada Institut Català d'Investigació Química,Fundacions,IU,IU,,X,0,7600,Fundació Privada Institut Català d'Investigació Química,,,2,22,220,2200001,Material ordinari no inventariable,5,57,571,Recerca i Desenvolupament,D/220000100/5710/0000,"87.355,00"
2010,D,7520,Consorci per a la Normalització Lingüística,Consorcis,VP,VP,,X,X,7520,Consorci per a la Normalització Lingüística,,,3,31,310,3100001,Interessos d'operacions de tresoreria dels préstec s en euros,4,45,451,Promoció de la llengua catalana,D/310000100/4510/0000,"40.000,00"
2010,D,8080,Fundació Privada Catalana per a l'Ensenyament de l'Idioma Anglès i l'Educació en Anglès,Fundacions,EC,EC,,X,0,8080,Fundació Privada Catalana per a l'Ensenyament de l'Idioma Anglès i l'Educació en Anglès,,,1,16,160,1600001,Seguretat Social,4,42,425,Beques i ajuts a l'estudi,D/160000100/4250/0000,"13.093,73"
2010,D,8030,Consorci del Centre de Terminologia TERMCAT,Consorcis,VP,VP,,X,X,8030,Consorci del Centre de Terminologia TERMCAT,,,2,22,226,2260001,"Exposicions, certàmens i altres activitats de prom oció",4,45,451,Promoció de la llengua catalana,D/226000100/4510/0000,"8.900,00"
2010,D,8360,Centre de Medicina Regenerativa de Barcelona,Fundacions,SA,SA,,X,0,8360,Centre de Medicina Regenerativa de Barcelona,,,1,16,160,1600001,Seguretat Social,5,57,573,Recerca i Desenvolupament Biomèdics i en ciències de la salut,D/160000100/5730/0000,"625.032,91"
2010,D,8450,Consorci Institut de Física d'Altes Energies,Consorcis,IU,IU,,X,X,8450,Consorci Institut de Física d'Altes Energies,,,2,22,220,2200001,Material ordinari no inventariable,5,57,571,Recerca i Desenvolupament,D/220000100/5710/0000,"1.000,00"
2010,D,8290,Fundació Privada Institut d'Investigació Biomèdica de Girona Doctor Josep Trueta,Fundacions,SA,SA,,X,0,8290,Fundació Privada Institut d'Investigació Biomèdica de Girona Doctor Josep Trueta,,,1,16,160,1600001,Seguretat Social,5,57,573,Recerca i Desenvolupament Biomèdics i en ciències de la salut,D/160000100/5730/0000,"250.065,00"
2010,D,7720,Consorci Port de Mataró,Consorcis,PO,PO,,X,0,7720,Consorci Port de Mataró,,,2,22,220,2200001,Material ordinari no inventariable,5,52,524,Ports i transport marítim,D/220000100/5240/0000,"4.312,17"
2010,D,8350,Fundació Privada Centre de Recerca en Epidemiologia Ambiental (CREAL),Fundacions,SA,SA,,X,0,8350,Fundació Privada Centre de Recerca en Epidemiologia Ambiental (CREAL),,,1,16,160,1600001,Seguretat Social,5,57,573,Recerca i Desenvolupament Biomèdics i en ciències de la salut,D/160000100/5730/0000,"628.344,00"
2010,D,8170,Consorci del Transport Públic del Camp de Tarragona,Consorcis,PO,PO,,X,X,8170,Consorci del Transport Públic del Camp de Tarragona,,,1,16,160,1600001,Seguretat Social,5,52,523,Suport al transport públic de viatgers,D/160000100/5230/0000,"47.546,89"
2010,D,7660,Fundació Privada Institut Català de Nanotecnologia (ICN),Fundacions,IU,IU,,X,0,7660,Fundació Privada Institut Català de Nanotecnologia (ICN),,,2,21,210,2100001,"Conservació, reparació i manteniment terrenys, bén s naturals, edificis i altres construccions",5,57,571,Recerca i Desenvolupament,D/210000100/5710/0000,"23.776,00"
2010,D,7500,Consorci Museu d'Art Contemporani de Barcelona,Consorcis,CU,,,0,X,7500,Consorci Museu d'Art Contemporani de Barcelona,,,1,13,132,1320002,Personal laboral,4,44,442,"Suport a la creació, producció, promoció i difusió cultural",D/132000200/4420/0000,"2.793.633,00"
2010,D,7940,Agència Catalana de la Joventut,EDP,BE,BE,,X,X,7940,Agència Catalana de la Joventut,,,3,34,349,3490001,Altres despeses financeres,3,32,321,Serveis a la joventut,D/349000100/3210/0000,"3.645,00"
2010,D,7540,Consorci de Castelldefels Agents de Salut,Consorcis,SA,SA,,X,X,7540,Consorci de Castelldefels Agents de Salut,,,2,22,227,2270002,Seguretat,4,41,411,Atenció primària de salut,D/227000200/4110/0000,"50.000,00"
2010,D,8150,Consorci de l'Observatori del Paisatge,Consorcis,PO,PO,,X,X,8150,Consorci de l'Observatori del Paisatge,,,1,16,160,1600001,Seguretat Social,5,55,553,Polítiques i sensibilització ambientals,D/160000100/5530/0000,"65.510,24"
2010,D,8160,Consorci Centre d'Estudis per a la Innovació del Transport (CENIT),Consorcis,PO,PO,,X,0,8160,Consorci Centre d'Estudis per a la Innovació del Transport (CENIT),,,2,22,220,2200001,Material ordinari no inventariable,5,57,574,Innovació,D/220000100/5740/0000,"15.500,00"
2010,D,8280,Fundació Privada Institut d'Investigació Oncològica de Vall-Hebron (VHIO),Fundacions,SA,SA,,X,0,8280,Fundació Privada Institut d'Investigació Oncològica de Vall-Hebron (VHIO),,,1,16,160,1600001,Seguretat Social,5,57,573,Recerca i Desenvolupament Biomèdics i en ciències de la salut,D/160000100/5730/0000,"775.500,00"
2010,D,8240,"Fundació Privada Fira d'Espectacles d'Arrel Tradicional, Mediterrània",Fundacions,CU,CU,,X,0,8240,"Fundació Privada Fira d'Espectacles d'Arrel Tradicional, Mediterrània",,,2,21,210,2100001,"Conservació, reparació i manteniment terrenys, bén s naturals, edificis i altres construccions",4,44,443,Protecció i conservació del patrimoni cultural,D/210000100/4430/0000,"3.000,00"
2010,D,7450,Consorci Institut Català d'Arqueologia Clàssica,Consorcis,IU,IU,,X,0,7450,Consorci Institut Català d'Arqueologia Clàssica,,,2,21,210,2100001,"Conservació, reparació i manteniment terrenys, bén s naturals, edificis i altres construccions",5,57,571,Recerca i Desenvolupament,D/210000100/5710/0000,"4.000,00"
2010,D,8050,Consorci Casa de les Llengües,Consorcis,VP,VP,,X,0,8050,Consorci Casa de les Llengües,,,2,22,226,2260089,Altres despeses diverses,4,44,441,Equipaments culturals,D/226008900/4410/0000,"5.000,00"
2010,D,8020,Centre de Documentació Política,Fundacions,PR,PR,,X,0,8020,Centre de Documentació Política,,,2,24,240,2400001,Despeses de publicacions,1,12,121,Direcció i administració generals,D/240000100/1210/0000,"47.800,00"
2010,D,8390,Consorci per a la Formació Contínua de Catalunya,Consorcis,TI,TI,,X,0,8390,Consorci per a la Formació Contínua de Catalunya,,,1,16,160,1600001,Seguretat Social,3,33,334,Qualificació professional,D/160000100/3340/0000,"376.122,36"
2010,D,8180,Consorci del Transport Públic de l'Àrea de Girona,Consorcis,PO,PO,,X,X,8180,Consorci del Transport Públic de l'Àrea de Girona,,,1,13,132,1320002,Personal laboral,5,52,523,Suport al transport públic de viatgers,D/132000200/5230/0000,"59.980,00"
2010,D,7070,Fundació per a la Universitat Oberta de Catalunya,Fundacions,IU,IU,,X,X,7070,Fundació per a la Universitat Oberta de Catalunya,,,6,61,610,6100001,Inversions en edificis i altres construccions per compte propi,4,42,422,Educació universitària,D/610000100/4220/0000,"3.026,53"
2010,D,8480,"Institut Català de Paleontologia, Fundació Privada (ICP)",Fundacions,IU,IU,,X,0,8480,"Institut Català de Paleontologia, Fundació Privada (ICP)",,,2,21,210,2100001,"Conservació, reparació i manteniment terrenys, bén s naturals, edificis i altres construccions",5,57,571,Recerca i Desenvolupament,D/210000100/5710/0000,"50.200,00"
2010,D,7420,Consorci del Montsec ,Consorcis,VP,VP,,X,X,7420,Consorci del Montsec ,,,3,34,342,3420001,Comissions i altres despeses bancàries,1,12,121,Direcció i administració generals,D/342000100/1210/0000,"500,00"
2010,D,8140,Institut Català Internacional per la Pau,EDP,IT,IT,,X,X,8140,Institut Català Internacional per la Pau,,,2,22,220,2200002,"Premsa, revistes, llibres i altres publicacions",1,13,131,Participació ciutadana i qualitat democràtica,D/220000200/1310/0000,"12.000,00"
2010,D,8190,Consorci del Transport Públic de l'Àrea de Lleida,Consorcis,PO,PO,,X,X,8190,Consorci del Transport Públic de l'Àrea de Lleida,,,1,13,132,1320002,Personal laboral,5,52,523,Suport al transport públic de viatgers,D/132000200/5230/0000,"195.147,01"
2010,D,8060,Memorial Democràtic,EDP,IT,IT,,X,X,8060,Memorial Democràtic,,,2,22,221,2210089,Altres subministraments,1,13,131,Participació ciutadana i qualitat democràtica,D/221008900/1310/0000,"24.000,00"
2010,D,8470,"Institut Català de Recerca en Patrimoni Cultural, Fundació Privada (ICRPC) ",Fundacions,IU,IU,,X,0,8470,"Institut Català de Recerca en Patrimoni Cultural, Fundació Privada (ICRPC) ",,,1,16,160,1600001,Seguretat Social,5,57,571,Recerca i Desenvolupament,D/160000100/5710/0000,"71.596,00"
2010,D,8120,Consorci Port de Portbou,Consorcis,PO,PO,,X,0,8120,Consorci Port de Portbou,,,1,17,171,1710001,Aportacions a plans de pensions,5,52,524,Ports i transport marítim,D/171000100/5240/0000,"3.960,00"
2010,D,7600,Fundació Privada Institut Català d'Investigació Química,Fundacions,IU,IU,,X,0,7600,Fundació Privada Institut Català d'Investigació Química,,,2,23,230,2300001,"Dietes, locomoció i trasllats",5,57,571,Recerca i Desenvolupament,D/230000100/5710/0000,"291.000,00"
2010,D,8450,Consorci Institut de Física d'Altes Energies,Consorcis,IU,IU,,X,X,8450,Consorci Institut de Física d'Altes Energies,,,2,23,230,2300001,"Dietes, locomoció i trasllats",5,57,571,Recerca i Desenvolupament,D/230000100/5710/0000,"58.430,90"
2010,D,8140,Institut Català Internacional per la Pau,EDP,IT,IT,,X,X,8140,Institut Català Internacional per la Pau,,,2,22,221,2210001,Aigua i energia,1,13,131,Participació ciutadana i qualitat democràtica,D/221000100/1310/0000,"3.300,00"
2010,D,6740,Institut Català del Sòl  (INCASOL),EDP,PO,PO,,X,0,6740,Institut Català del Sòl  (INCASOL),,,2,23,230,2300001,"Dietes, locomoció i trasllats",4,43,431,Habitatge,D/230000100/4310/0000,"192.432,81"
