Exercici,Ingrés / Despesa,Servei / entitat,Nom servei / entitat,Subsector,Agrupació,"Agrupació
SP",Secció,Entitat CP Sector Públic,Entitat CP SEC,Entitat,Nom Entitat,Servei,Nom Servei,Capítol,Article,Concepte,Aplicació,Nom Aplicació,Àrea,Política,Programa,Nom Programa,Partida,Import sense consolidar
2010,D,IU01,"Gabinet i SG d'Innovació, Universitats i Empresa",Generalitat,IU,IU,IU,X,X,1000,Generalitat,IU01,"Gabinet i SG d'Innovació, Universitats i Empresa",2,22,226,2260002,Atencions protocol·làries i representatives,1,12,121,Direcció i administració generals,D/226000200/1210/0000,"216.540,00"
2010,D,IT01,"Gabinet i SG d'Interior, Relacions Institucionals i Participació",Generalitat,IT,IT,IT,X,X,1000,Generalitat,IT01,"Gabinet i SG d'Interior, Relacions Institucionals i Participació",2,22,226,2260002,Atencions protocol·làries i representatives,1,12,121,Direcció i administració generals,D/226000200/1210/0000,"100.000,00"
2010,D,EC01,Gabinet i SG d'Economia i Finances,Generalitat,EC,EC,EC,X,X,1000,Generalitat,EC01,Gabinet i SG d'Economia i Finances,2,22,226,2260002,Atencions protocol·làries i representatives,1,12,121,Direcció i administració generals,D/226000200/1210/0000,"238.714,09"
2010,D,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,Generalitat,CU,CU,CU,X,X,1000,Generalitat,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,2,22,226,2260002,Atencions protocol·làries i representatives,1,12,121,Direcció i administració generals,D/226000200/1210/0000,"327.230,00"
2010,D,PR03,Secretaria General Adjunta,Generalitat,PR,PR,PR,X,X,1000,Generalitat,PR03,Secretaria General Adjunta,2,22,226,2260002,Atencions protocol·làries i representatives,1,12,121,Direcció i administració generals,D/226000200/1210/0000,"1.299.905,20"
2010,D,SA01,Gabinet i SG de Salut,Generalitat,SA,SA,SA,X,X,1000,Generalitat,SA01,Gabinet i SG de Salut,2,22,226,2260002,Atencions protocol·làries i representatives,1,12,121,Direcció i administració generals,D/226000200/1210/0000,"106.672,11"
2010,D,DD03,Despeses diversos departaments. Gestió Patrimonial. DG del Patrimoni,Generalitat,FN,FN,DD,X,X,1000,Generalitat,DD03,Despeses diversos departaments. Gestió Patrimonial. DG del Patrimoni,2,22,226,2260002,Atencions protocol·làries i representatives,1,12,121,Direcció i administració generals,D/226000200/1210/0000,"157.300,00"
2010,D,MA07,Secretaria d’Habitatge,Generalitat,MA,MA,MA,X,X,1000,Generalitat,MA07,Secretaria d’Habitatge,2,22,226,2260002,Atencions protocol·làries i representatives,1,12,121,Direcció i administració generals,D/226000200/1210/0000,"13.000,00"
2010,D,PO01,Gabinet i SG de Política Territorial i Obres Públiques,Generalitat,PO,PO,PO,X,X,1000,Generalitat,PO01,Gabinet i SG de Política Territorial i Obres Públiques,2,22,226,2260002,Atencions protocol·làries i representatives,1,12,121,Direcció i administració generals,D/226000200/1210/0000,"93.722,67"
2010,D,EN01,Gabinet i SG d'Educació,Generalitat,EN,EN,EN,X,X,1000,Generalitat,EN01,Gabinet i SG d'Educació,2,22,226,2260002,Atencions protocol·làries i representatives,1,12,121,Direcció i administració generals,D/226000200/1210/0000,"46.080,00"
2010,D,VP01,Gabinet i SG de la Vicepresidència,Generalitat,VP,VP,VP,X,X,1000,Generalitat,VP01,Gabinet i SG de la Vicepresidència,2,22,226,2260002,Atencions protocol·làries i representatives,1,12,121,Direcció i administració generals,D/226000200/1210/0000,"399.980,00"
2010,D,GO01,Gabinet i SG de Governació i Administracions Públiques,Generalitat,GO,GO,GO,X,X,1000,Generalitat,GO01,Gabinet i SG de Governació i Administracions Públiques,2,22,226,2260002,Atencions protocol·làries i representatives,1,12,121,Direcció i administració generals,D/226000200/1210/0000,"130.000,00"
2010,D,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,Generalitat,CU,CU,CU,X,X,1000,Generalitat,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,2,22,226,2260004,Jurídics i contenciosos,1,12,121,Direcció i administració generals,D/226000400/1210/0000,"30.000,00"
2010,D,BE01,Gabinet i SG d'Acció Social i Ciutadania,Generalitat,BE,BE,BE,X,X,1000,Generalitat,BE01,Gabinet i SG d'Acció Social i Ciutadania,2,22,226,2260004,Jurídics i contenciosos,1,12,121,Direcció i administració generals,D/226000400/1210/0000,"16.000,00"
2010,D,AG01,"Gabinet i SG d'Agricultura, Alimentació i Acció Rural",Generalitat,AG,AG,AG,X,X,1000,Generalitat,AG01,"Gabinet i SG d'Agricultura, Alimentació i Acció Rural",2,22,226,2260004,Jurídics i contenciosos,1,12,121,Direcció i administració generals,D/226000400/1210/0000,"14.250,00"
2010,D,TI01,Gabinet i SG de Treball,Generalitat,TI,TI,TI,X,X,1000,Generalitat,TI01,Gabinet i SG de Treball,2,22,226,2260004,Jurídics i contenciosos,1,12,121,Direcció i administració generals,D/226000400/1210/0000,"3.500,00"
2010,D,DD01,Despeses diversos departaments. Gestió Serveis Horitzontals. SGEF,Generalitat,FN,FN,DD,X,X,1000,Generalitat,DD01,Despeses diversos departaments. Gestió Serveis Horitzontals. SGEF,2,22,226,2260004,Jurídics i contenciosos,1,12,121,Direcció i administració generals,D/226000400/1210/0000,"10,00"
2010,D,PO01,Gabinet i SG de Política Territorial i Obres Públiques,Generalitat,PO,PO,PO,X,X,1000,Generalitat,PO01,Gabinet i SG de Política Territorial i Obres Públiques,2,22,226,2260004,Jurídics i contenciosos,1,12,121,Direcció i administració generals,D/226000400/1210/0000,"443.596,47"
2010,D,MA01,Gabinet i SG de Medi Ambient i Habitatge,Generalitat,MA,MA,MA,X,X,1000,Generalitat,MA01,Gabinet i SG de Medi Ambient i Habitatge,2,22,226,2260004,Jurídics i contenciosos,1,12,121,Direcció i administració generals,D/226000400/1210/0000,"91.665,00"
2010,D,EN01,Gabinet i SG d'Educació,Generalitat,EN,EN,EN,X,X,1000,Generalitat,EN01,Gabinet i SG d'Educació,2,22,226,2260004,Jurídics i contenciosos,1,12,121,Direcció i administració generals,D/226000400/1210/0000,"653.170,00"
2010,D,JU01,Gabinet i SG de Justícia,Generalitat,JU,JU,JU,X,X,1000,Generalitat,JU01,Gabinet i SG de Justícia,2,22,226,2260004,Jurídics i contenciosos,1,12,121,Direcció i administració generals,D/226000400/1210/0000,"2.105,18"
2010,D,GO01,Gabinet i SG de Governació i Administracions Públiques,Generalitat,GO,GO,GO,X,X,1000,Generalitat,GO01,Gabinet i SG de Governació i Administracions Públiques,2,22,226,2260004,Jurídics i contenciosos,1,12,121,Direcció i administració generals,D/226000400/1210/0000,"10.000,00"
2010,D,SA01,Gabinet i SG de Salut,Generalitat,SA,SA,SA,X,X,1000,Generalitat,SA01,Gabinet i SG de Salut,2,22,226,2260004,Jurídics i contenciosos,1,12,121,Direcció i administració generals,D/226000400/1210/0000,"30.000,00"
2010,D,IT01,"Gabinet i SG d'Interior, Relacions Institucionals i Participació",Generalitat,IT,IT,IT,X,X,1000,Generalitat,IT01,"Gabinet i SG d'Interior, Relacions Institucionals i Participació",2,22,226,2260004,Jurídics i contenciosos,1,12,121,Direcció i administració generals,D/226000400/1210/0000,"170.000,00"
2010,D,EC01,Gabinet i SG d'Economia i Finances,Generalitat,EC,EC,EC,X,X,1000,Generalitat,EC01,Gabinet i SG d'Economia i Finances,2,22,226,2260004,Jurídics i contenciosos,1,12,121,Direcció i administració generals,D/226000400/1210/0000,"10.670,00"
2010,D,IU01,"Gabinet i SG d'Innovació, Universitats i Empresa",Generalitat,IU,IU,IU,X,X,1000,Generalitat,IU01,"Gabinet i SG d'Innovació, Universitats i Empresa",2,22,226,2260004,Jurídics i contenciosos,1,12,121,Direcció i administració generals,D/226000400/1210/0000,"25.500,00"
2010,D,PR01,Gabinet i SG de la Presidència,Generalitat,PR,PR,PR,X,X,1000,Generalitat,PR01,Gabinet i SG de la Presidència,2,22,226,2260005,"Organització de reunions, conferències i cursos",1,12,121,Direcció i administració generals,D/226000500/1210/0000,"73.159,83"
2010,D,JU01,Gabinet i SG de Justícia,Generalitat,JU,JU,JU,X,X,1000,Generalitat,JU01,Gabinet i SG de Justícia,2,22,226,2260005,"Organització de reunions, conferències i cursos",1,12,121,Direcció i administració generals,D/226000500/1210/0000,"15.867,15"
2010,D,PR02,Secretaria del Govern,Generalitat,PR,PR,PR,X,X,1000,Generalitat,PR02,Secretaria del Govern,2,22,226,2260005,"Organització de reunions, conferències i cursos",1,12,121,Direcció i administració generals,D/226000500/1210/0000,"96.575,00"
2010,D,GO01,Gabinet i SG de Governació i Administracions Públiques,Generalitat,GO,GO,GO,X,X,1000,Generalitat,GO01,Gabinet i SG de Governació i Administracions Públiques,2,22,226,2260005,"Organització de reunions, conferències i cursos",1,12,121,Direcció i administració generals,D/226000500/1210/0000,"20.000,00"
2010,D,BE01,Gabinet i SG d'Acció Social i Ciutadania,Generalitat,BE,BE,BE,X,X,1000,Generalitat,BE01,Gabinet i SG d'Acció Social i Ciutadania,2,22,226,2260005,"Organització de reunions, conferències i cursos",1,12,121,Direcció i administració generals,D/226000500/1210/0000,"37.913,00"
2010,D,PO01,Gabinet i SG de Política Territorial i Obres Públiques,Generalitat,PO,PO,PO,X,X,1000,Generalitat,PO01,Gabinet i SG de Política Territorial i Obres Públiques,2,22,226,2260005,"Organització de reunions, conferències i cursos",1,12,121,Direcció i administració generals,D/226000500/1210/0000,"4.312,83"
2010,D,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,Generalitat,CU,CU,CU,X,X,1000,Generalitat,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,2,22,226,2260005,"Organització de reunions, conferències i cursos",1,12,121,Direcció i administració generals,D/226000500/1210/0000,"429.634,66"
2010,D,MA01,Gabinet i SG de Medi Ambient i Habitatge,Generalitat,MA,MA,MA,X,X,1000,Generalitat,MA01,Gabinet i SG de Medi Ambient i Habitatge,2,22,226,2260005,"Organització de reunions, conferències i cursos",1,12,121,Direcció i administració generals,D/226000500/1210/0000,"4.583,25"
2010,D,MA07,Secretaria d’Habitatge,Generalitat,MA,MA,MA,X,X,1000,Generalitat,MA07,Secretaria d’Habitatge,2,22,226,2260005,"Organització de reunions, conferències i cursos",1,12,121,Direcció i administració generals,D/226000500/1210/0000,"11.000,00"
2010,D,EN01,Gabinet i SG d'Educació,Generalitat,EN,EN,EN,X,X,1000,Generalitat,EN01,Gabinet i SG d'Educació,2,22,226,2260005,"Organització de reunions, conferències i cursos",1,12,121,Direcció i administració generals,D/226000500/1210/0000,"69.120,00"
2010,D,EC01,Gabinet i SG d'Economia i Finances,Generalitat,EC,EC,EC,X,X,1000,Generalitat,EC01,Gabinet i SG d'Economia i Finances,2,22,226,2260005,"Organització de reunions, conferències i cursos",1,12,121,Direcció i administració generals,D/226000500/1210/0000,"59.000,00"
2010,D,IT01,"Gabinet i SG d'Interior, Relacions Institucionals i Participació",Generalitat,IT,IT,IT,X,X,1000,Generalitat,IT01,"Gabinet i SG d'Interior, Relacions Institucionals i Participació",2,22,226,2260005,"Organització de reunions, conferències i cursos",1,12,121,Direcció i administració generals,D/226000500/1210/0000,"50.000,00"
2010,D,TI01,Gabinet i SG de Treball,Generalitat,TI,TI,TI,X,X,1000,Generalitat,TI01,Gabinet i SG de Treball,2,22,226,2260005,"Organització de reunions, conferències i cursos",1,12,121,Direcció i administració generals,D/226000500/1210/0000,"25.560,00"
2010,D,PR03,Secretaria General Adjunta,Generalitat,PR,PR,PR,X,X,1000,Generalitat,PR03,Secretaria General Adjunta,2,22,226,2260005,"Organització de reunions, conferències i cursos",1,12,121,Direcció i administració generals,D/226000500/1210/0000,"52.500,00"
2010,D,VP01,Gabinet i SG de la Vicepresidència,Generalitat,VP,VP,VP,X,X,1000,Generalitat,VP01,Gabinet i SG de la Vicepresidència,2,22,226,2260005,"Organització de reunions, conferències i cursos",1,12,121,Direcció i administració generals,D/226000500/1210/0000,"62.925,78"
2010,D,MA01,Gabinet i SG de Medi Ambient i Habitatge,Generalitat,MA,MA,MA,X,X,1000,Generalitat,MA01,Gabinet i SG de Medi Ambient i Habitatge,2,22,226,2260011,Formació del personal propi,1,12,121,Direcció i administració generals,D/226001100/1210/0000,"329.994,00"
2010,D,MA07,Secretaria d’Habitatge,Generalitat,MA,MA,MA,X,X,1000,Generalitat,MA07,Secretaria d’Habitatge,2,22,226,2260011,Formació del personal propi,1,12,121,Direcció i administració generals,D/226001100/1210/0000,"16.000,00"
2010,D,GO02,Secretaria General de Funció Pública i Modernització de l'Administració,Generalitat,GO,GO,GO,X,X,1000,Generalitat,GO02,Secretaria General de Funció Pública i Modernització de l'Administració,2,22,226,2260011,Formació del personal propi,1,12,121,Direcció i administració generals,D/226001100/1210/0000,"57.000,00"
2010,D,IU01,"Gabinet i SG d'Innovació, Universitats i Empresa",Generalitat,IU,IU,IU,X,X,1000,Generalitat,IU01,"Gabinet i SG d'Innovació, Universitats i Empresa",2,22,226,2260011,Formació del personal propi,1,12,121,Direcció i administració generals,D/226001100/1210/0000,"126.000,00"
2010,D,DD03,Despeses diversos departaments. Gestió Patrimonial. DG del Patrimoni,Generalitat,FN,FN,DD,X,X,1000,Generalitat,DD03,Despeses diversos departaments. Gestió Patrimonial. DG del Patrimoni,2,22,226,2260011,Formació del personal propi,1,12,121,Direcció i administració generals,D/226001100/1210/0000,"45.500,00"
2010,D,EC01,Gabinet i SG d'Economia i Finances,Generalitat,EC,EC,EC,X,X,1000,Generalitat,EC01,Gabinet i SG d'Economia i Finances,2,22,226,2260011,Formació del personal propi,1,12,121,Direcció i administració generals,D/226001100/1210/0000,"250.000,00"
2010,D,PO01,Gabinet i SG de Política Territorial i Obres Públiques,Generalitat,PO,PO,PO,X,X,1000,Generalitat,PO01,Gabinet i SG de Política Territorial i Obres Públiques,2,22,226,2260011,Formació del personal propi,1,12,121,Direcció i administració generals,D/226001100/1210/0000,"87.952,24"
2010,D,GO01,Gabinet i SG de Governació i Administracions Públiques,Generalitat,GO,GO,GO,X,X,1000,Generalitat,GO01,Gabinet i SG de Governació i Administracions Públiques,2,22,226,2260011,Formació del personal propi,1,12,121,Direcció i administració generals,D/226001100/1210/0000,"225.000,00"
2010,D,VP01,Gabinet i SG de la Vicepresidència,Generalitat,VP,VP,VP,X,X,1000,Generalitat,VP01,Gabinet i SG de la Vicepresidència,2,22,226,2260011,Formació del personal propi,1,12,121,Direcció i administració generals,D/226001100/1210/0000,"62.010,00"
2010,D,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,Generalitat,CU,CU,CU,X,X,1000,Generalitat,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,2,22,226,2260011,Formació del personal propi,1,12,121,Direcció i administració generals,D/226001100/1210/0000,"258.608,00"
2010,D,BE01,Gabinet i SG d'Acció Social i Ciutadania,Generalitat,BE,BE,BE,X,X,1000,Generalitat,BE01,Gabinet i SG d'Acció Social i Ciutadania,2,22,226,2260011,Formació del personal propi,1,12,121,Direcció i administració generals,D/226001100/1210/0000,"252.550,00"
2010,D,TI01,Gabinet i SG de Treball,Generalitat,TI,TI,TI,X,X,1000,Generalitat,TI01,Gabinet i SG de Treball,2,22,226,2260089,Altres despeses diverses,1,12,121,Direcció i administració generals,D/226008900/1210/0000,"546.210,89"
2010,D,IU01,"Gabinet i SG d'Innovació, Universitats i Empresa",Generalitat,IU,IU,IU,X,X,1000,Generalitat,IU01,"Gabinet i SG d'Innovació, Universitats i Empresa",2,22,226,2260089,Altres despeses diverses,1,12,121,Direcció i administració generals,D/226008900/1210/0000,"189.500,00"
2010,D,VP01,Gabinet i SG de la Vicepresidència,Generalitat,VP,VP,VP,X,X,1000,Generalitat,VP01,Gabinet i SG de la Vicepresidència,2,22,226,2260089,Altres despeses diverses,1,12,121,Direcció i administració generals,D/226008900/1210/0000,"204.786,53"
2010,D,PR03,Secretaria General Adjunta,Generalitat,PR,PR,PR,X,X,1000,Generalitat,PR03,Secretaria General Adjunta,2,22,226,2260089,Altres despeses diverses,1,12,121,Direcció i administració generals,D/226008900/1210/0000,"296.120,00"
2010,D,EC03,"Secretaria de Política Financera, Competència i Consum",Generalitat,EC,EC,EC,X,X,1000,Generalitat,EC03,"Secretaria de Política Financera, Competència i Consum",2,22,226,2260089,Altres despeses diverses,1,12,121,Direcció i administració generals,D/226008900/1210/0000,"54.135,00"
2010,D,PR02,Secretaria del Govern,Generalitat,PR,PR,PR,X,X,1000,Generalitat,PR02,Secretaria del Govern,2,22,226,2260089,Altres despeses diverses,1,12,121,Direcció i administració generals,D/226008900/1210/0000,"2.840,00"
2010,D,SA01,Gabinet i SG de Salut,Generalitat,SA,SA,SA,X,X,1000,Generalitat,SA01,Gabinet i SG de Salut,2,22,226,2260089,Altres despeses diverses,1,12,121,Direcció i administració generals,D/226008900/1210/0000,"35.548,13"
2010,D,PR01,Gabinet i SG de la Presidència,Generalitat,PR,PR,PR,X,X,1000,Generalitat,PR01,Gabinet i SG de la Presidència,2,22,226,2260089,Altres despeses diverses,1,12,121,Direcció i administració generals,D/226008900/1210/0000,"17.426,00"
2010,D,GO01,Gabinet i SG de Governació i Administracions Públiques,Generalitat,GO,GO,GO,X,X,1000,Generalitat,GO01,Gabinet i SG de Governació i Administracions Públiques,2,22,226,2260089,Altres despeses diverses,1,12,121,Direcció i administració generals,D/226008900/1210/0000,"402.150,00"
2010,D,AG01,"Gabinet i SG d'Agricultura, Alimentació i Acció Rural",Generalitat,AG,AG,AG,X,X,1000,Generalitat,AG01,"Gabinet i SG d'Agricultura, Alimentació i Acció Rural",2,22,226,2260089,Altres despeses diverses,1,12,121,Direcció i administració generals,D/226008900/1210/0000,"142.500,00"
2010,D,MA01,Gabinet i SG de Medi Ambient i Habitatge,Generalitat,MA,MA,MA,X,X,1000,Generalitat,MA01,Gabinet i SG de Medi Ambient i Habitatge,2,22,226,2260089,Altres despeses diverses,1,12,121,Direcció i administració generals,D/226008900/1210/0000,"35.647,50"
2010,D,EN01,Gabinet i SG d'Educació,Generalitat,EN,EN,EN,X,X,1000,Generalitat,EN01,Gabinet i SG d'Educació,2,22,226,2260089,Altres despeses diverses,1,12,121,Direcció i administració generals,D/226008900/1210/0000,"457.850,00"
2010,D,EC01,Gabinet i SG d'Economia i Finances,Generalitat,EC,EC,EC,X,X,1000,Generalitat,EC01,Gabinet i SG d'Economia i Finances,2,22,226,2260089,Altres despeses diverses,1,12,121,Direcció i administració generals,D/226008900/1210/0000,"98.662,70"
2010,D,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,Generalitat,CU,CU,CU,X,X,1000,Generalitat,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,2,22,226,2260089,Altres despeses diverses,1,12,121,Direcció i administració generals,D/226008900/1210/0000,"192.805,10"
2010,D,IT01,"Gabinet i SG d'Interior, Relacions Institucionals i Participació",Generalitat,IT,IT,IT,X,X,1000,Generalitat,IT01,"Gabinet i SG d'Interior, Relacions Institucionals i Participació",2,22,226,2260089,Altres despeses diverses,1,12,121,Direcció i administració generals,D/226008900/1210/0000,"140.000,00"
2010,D,JU01,Gabinet i SG de Justícia,Generalitat,JU,JU,JU,X,X,1000,Generalitat,JU01,Gabinet i SG de Justícia,2,22,226,2260089,Altres despeses diverses,1,12,121,Direcció i administració generals,D/226008900/1210/0000,"70.940,27"
2010,D,DD03,Despeses diversos departaments. Gestió Patrimonial. DG del Patrimoni,Generalitat,FN,FN,DD,X,X,1000,Generalitat,DD03,Despeses diversos departaments. Gestió Patrimonial. DG del Patrimoni,2,22,226,2260089,Altres despeses diverses,1,12,121,Direcció i administració generals,D/226008900/1210/0000,"60.000,00"
2010,D,BE01,Gabinet i SG d'Acció Social i Ciutadania,Generalitat,BE,BE,BE,X,X,1000,Generalitat,BE01,Gabinet i SG d'Acció Social i Ciutadania,2,22,226,2260089,Altres despeses diverses,1,12,121,Direcció i administració generals,D/226008900/1210/0000,"142.894,00"
2010,D,PR03,Secretaria General Adjunta,Generalitat,PR,PR,PR,X,X,1000,Generalitat,PR03,Secretaria General Adjunta,2,22,227,2270001,Neteja i sanejament,1,12,121,Direcció i administració generals,D/227000100/1210/0000,"1.307.881,52"
2010,D,IU01,"Gabinet i SG d'Innovació, Universitats i Empresa",Generalitat,IU,IU,IU,X,X,1000,Generalitat,IU01,"Gabinet i SG d'Innovació, Universitats i Empresa",2,22,227,2270001,Neteja i sanejament,1,12,121,Direcció i administració generals,D/227000100/1210/0000,"780.150,00"
2010,D,IT01,"Gabinet i SG d'Interior, Relacions Institucionals i Participació",Generalitat,IT,IT,IT,X,X,1000,Generalitat,IT01,"Gabinet i SG d'Interior, Relacions Institucionals i Participació",2,22,227,2270001,Neteja i sanejament,1,12,121,Direcció i administració generals,D/227000100/1210/0000,"800.000,00"
2010,D,GO01,Gabinet i SG de Governació i Administracions Públiques,Generalitat,GO,GO,GO,X,X,1000,Generalitat,GO01,Gabinet i SG de Governació i Administracions Públiques,2,22,227,2270001,Neteja i sanejament,1,12,121,Direcció i administració generals,D/227000100/1210/0000,"720.810,00"
2010,D,EN01,Gabinet i SG d'Educació,Generalitat,EN,EN,EN,X,X,1000,Generalitat,EN01,Gabinet i SG d'Educació,2,22,227,2270001,Neteja i sanejament,1,12,121,Direcció i administració generals,D/227000100/1210/0000,"1.260.000,00"
2010,D,BE01,Gabinet i SG d'Acció Social i Ciutadania,Generalitat,BE,BE,BE,X,X,1000,Generalitat,BE01,Gabinet i SG d'Acció Social i Ciutadania,2,22,227,2270001,Neteja i sanejament,1,12,121,Direcció i administració generals,D/227000100/1210/0000,"876.847,10"
2010,D,AG01,"Gabinet i SG d'Agricultura, Alimentació i Acció Rural",Generalitat,AG,AG,AG,X,X,1000,Generalitat,AG01,"Gabinet i SG d'Agricultura, Alimentació i Acció Rural",2,22,227,2270001,Neteja i sanejament,1,12,121,Direcció i administració generals,D/227000100/1210/0000,"1.762.595,67"
2010,D,PO01,Gabinet i SG de Política Territorial i Obres Públiques,Generalitat,PO,PO,PO,X,X,1000,Generalitat,PO01,Gabinet i SG de Política Territorial i Obres Públiques,2,22,227,2270001,Neteja i sanejament,1,12,121,Direcció i administració generals,D/227000100/1210/0000,"926.318,69"
2010,D,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,Generalitat,CU,CU,CU,X,X,1000,Generalitat,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,2,22,227,2270001,Neteja i sanejament,1,12,121,Direcció i administració generals,D/227000100/1210/0000,"2.307.611,29"
2010,D,TI01,Gabinet i SG de Treball,Generalitat,TI,TI,TI,X,X,1000,Generalitat,TI01,Gabinet i SG de Treball,2,22,227,2270001,Neteja i sanejament,1,12,121,Direcció i administració generals,D/227000100/1210/0000,"1.300.000,00"
2010,D,SA01,Gabinet i SG de Salut,Generalitat,SA,SA,SA,X,X,1000,Generalitat,SA01,Gabinet i SG de Salut,2,22,227,2270001,Neteja i sanejament,1,12,121,Direcció i administració generals,D/227000100/1210/0000,"943.900,00"
2010,D,EC01,Gabinet i SG d'Economia i Finances,Generalitat,EC,EC,EC,X,X,1000,Generalitat,EC01,Gabinet i SG d'Economia i Finances,2,22,227,2270001,Neteja i sanejament,1,12,121,Direcció i administració generals,D/227000100/1210/0000,"1.129.687,18"
2010,D,MA01,Gabinet i SG de Medi Ambient i Habitatge,Generalitat,MA,MA,MA,X,X,1000,Generalitat,MA01,Gabinet i SG de Medi Ambient i Habitatge,2,22,227,2270001,Neteja i sanejament,1,12,121,Direcció i administració generals,D/227000100/1210/0000,"1.113.000,00"
2010,D,VP01,Gabinet i SG de la Vicepresidència,Generalitat,VP,VP,VP,X,X,1000,Generalitat,VP01,Gabinet i SG de la Vicepresidència,2,22,227,2270001,Neteja i sanejament,1,12,121,Direcció i administració generals,D/227000100/1210/0000,"962.138,29"
2010,D,JU01,Gabinet i SG de Justícia,Generalitat,JU,JU,JU,X,X,1000,Generalitat,JU01,Gabinet i SG de Justícia,2,22,227,2270001,Neteja i sanejament,1,12,121,Direcció i administració generals,D/227000100/1210/0000,"704.399,76"
2010,D,PR01,Gabinet i SG de la Presidència,Generalitat,PR,PR,PR,X,X,1000,Generalitat,PR01,Gabinet i SG de la Presidència,2,22,227,2270001,Neteja i sanejament,1,12,121,Direcció i administració generals,D/227000100/1210/0000,"16.560,00"
2010,D,MA01,Gabinet i SG de Medi Ambient i Habitatge,Generalitat,MA,MA,MA,X,X,1000,Generalitat,MA01,Gabinet i SG de Medi Ambient i Habitatge,2,22,227,2270002,Seguretat,1,12,121,Direcció i administració generals,D/227000200/1210/0000,"152.775,00"
2010,D,JU01,Gabinet i SG de Justícia,Generalitat,JU,JU,JU,X,X,1000,Generalitat,JU01,Gabinet i SG de Justícia,2,22,227,2270002,Seguretat,1,12,121,Direcció i administració generals,D/227000200/1210/0000,"649.784,24"
2010,D,GO01,Gabinet i SG de Governació i Administracions Públiques,Generalitat,GO,GO,GO,X,X,1000,Generalitat,GO01,Gabinet i SG de Governació i Administracions Públiques,2,22,227,2270002,Seguretat,1,12,121,Direcció i administració generals,D/227000200/1210/0000,"256.250,00"
2010,D,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,Generalitat,CU,CU,CU,X,X,1000,Generalitat,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,2,22,227,2270002,Seguretat,1,12,121,Direcció i administració generals,D/227000200/1210/0000,"1.915.000,00"
2010,D,EN01,Gabinet i SG d'Educació,Generalitat,EN,EN,EN,X,X,1000,Generalitat,EN01,Gabinet i SG d'Educació,2,22,227,2270002,Seguretat,1,12,121,Direcció i administració generals,D/227000200/1210/0000,"562.000,00"
2010,D,EC01,Gabinet i SG d'Economia i Finances,Generalitat,EC,EC,EC,X,X,1000,Generalitat,EC01,Gabinet i SG d'Economia i Finances,2,22,227,2270002,Seguretat,1,12,121,Direcció i administració generals,D/227000200/1210/0000,"1.548.675,96"
2010,D,SA01,Gabinet i SG de Salut,Generalitat,SA,SA,SA,X,X,1000,Generalitat,SA01,Gabinet i SG de Salut,2,22,227,2270002,Seguretat,1,12,121,Direcció i administració generals,D/227000200/1210/0000,"815.400,00"
2010,D,AG01,"Gabinet i SG d'Agricultura, Alimentació i Acció Rural",Generalitat,AG,AG,AG,X,X,1000,Generalitat,AG01,"Gabinet i SG d'Agricultura, Alimentació i Acció Rural",2,22,227,2270002,Seguretat,1,12,121,Direcció i administració generals,D/227000200/1210/0000,"655.594,58"
2010,D,IU01,"Gabinet i SG d'Innovació, Universitats i Empresa",Generalitat,IU,IU,IU,X,X,1000,Generalitat,IU01,"Gabinet i SG d'Innovació, Universitats i Empresa",2,22,227,2270002,Seguretat,1,12,121,Direcció i administració generals,D/227000200/1210/0000,"353.300,00"
2010,D,IT01,"Gabinet i SG d'Interior, Relacions Institucionals i Participació",Generalitat,IT,IT,IT,X,X,1000,Generalitat,IT01,"Gabinet i SG d'Interior, Relacions Institucionals i Participació",2,22,227,2270002,Seguretat,1,12,121,Direcció i administració generals,D/227000200/1210/0000,"1.050.000,00"
2010,D,VP01,Gabinet i SG de la Vicepresidència,Generalitat,VP,VP,VP,X,X,1000,Generalitat,VP01,Gabinet i SG de la Vicepresidència,2,22,227,2270002,Seguretat,1,12,121,Direcció i administració generals,D/227000200/1210/0000,"892.196,78"
2010,D,PR03,Secretaria General Adjunta,Generalitat,PR,PR,PR,X,X,1000,Generalitat,PR03,Secretaria General Adjunta,2,22,227,2270002,Seguretat,1,12,121,Direcció i administració generals,D/227000200/1210/0000,"1.364.104,00"
2010,D,BE01,Gabinet i SG d'Acció Social i Ciutadania,Generalitat,BE,BE,BE,X,X,1000,Generalitat,BE01,Gabinet i SG d'Acció Social i Ciutadania,2,22,227,2270002,Seguretat,1,12,121,Direcció i administració generals,D/227000200/1210/0000,"698.038,32"
