Exercici,Ingrés / Despesa,Servei / entitat,Nom servei / entitat,Subsector,Agrupació,"Agrupació
SP",Secció,Entitat CP Sector Públic,Entitat CP SEC,Entitat,Nom Entitat,Servei,Nom Servei,Capítol,Article,Concepte,Aplicació,Nom Aplicació,Àrea,Política,Programa,Nom Programa,Partida,Import sense consolidar,Identificador
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,1,11,110,1100001,Impost general sobre successions,0,0,0,0,I/110000100/0000,798000000,1
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,402,4020033,Compensació supressió impost sobre el patrimoni,0,0,0,0,I/402003300/0000,536700000,2
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,2,20,200,2000001,Impost sobre transmissions patrimonials,0,0,0,0,I/200000100/0000,649967000,3
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,2,20,201,2010001,Impost sobre actes jurídics documentats,0,0,0,0,I/201000100/0000,676998000,4
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,3,30,301,3010001,Venda de publicacions,0,0,0,0,I/301000100/0000,207000,5
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,3,31,311,3110001,Drets de matrícula,0,0,0,0,I/311000100/0000,207000,6
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,3,31,319,3190001,Guarderies infantils,0,0,0,0,I/319000100/0000,3312000,7
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,3,31,319,3190009,Prestacions d'altres serveis,0,0,0,0,I/319000900/0000,300000,8
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,3,32,321,3210001,Taxes,0,0,0,0,I/321000100/0000,10110000,9
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,3,34,341,3410001,Tributs sobre el joc,0,0,0,0,I/341000100/0000,309200000,10
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,3,36,360,3600001,Contribucions servei d'incendis,0,0,0,0,I/360000100/0000,19526000,11
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,3,38,380,3800001,Reintegraments d'exercicis tancats,0,0,0,0,I/380000100/0000,18424000,12
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,3,39,390,3900001,Recàrrec de constrenyiment,0,0,0,0,I/390000100/0000,4554000,13
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,3,39,390,3900002,Interessos de demora,0,0,0,0,I/390000200/0000,5693000,14
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,3,39,390,3900003,Multes i sancions,0,0,0,0,I/390000300/0000,53028000,15
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,3,39,399,3990009,Altres ingressos diversos,0,0,0,0,I/399000900/0000,34088000,16
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,402,4020005,Participació de les diputacions en els ingressos t ributaris de l'Estat,0,0,0,0,I/402000500/0000,695917590,17
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,402,4020006,Suport a la jubilació dels treballadors d'empreses  en crisi,0,0,0,0,I/402000600/0000,500000,18
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,402,4020009,Programes socials: serveis socials corporacions lo cals,0,0,0,0,I/402000900/0000,13000000,19
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,402,4020010,Fons de suficiència,0,0,0,0,I/402001000/0000,2508329000,20
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,402,4020012,Acord finançament sanitari (transferències),0,0,0,0,I/402001200/0000,103113000,21
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,403,4030001,INEM-SPEE. Formació contínua de treballadors,0,0,0,0,I/403000100/0000,32028000,22
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,46,462,4620001,De la Diputació de Barcelona,0,0,0,0,I/462000100/0000,1684000,23
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,49,493,4930001,Fons Social Europeu,0,0,0,0,I/493000100/0000,38000000,24
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,5,52,520,5200001,Interessos de comptes corrents,0,0,0,0,I/520000100/0000,9522000,25
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,7,70,702,7020003,Pla Únic d'Obres i Serveis de Catalunya,0,0,0,0,I/702000300/0000,16882000,26
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,7,70,702,7020004,Conveni d'Infraestructures Ferroviàries,0,0,0,0,I/702000400/0000,42448000,27
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,7,79,793,7930001,FEDER,0,0,0,0,I/793000100/0000,30208000,28
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,1,10,100,1000001,IRPF (tram autonòmic),0,0,0,0,I/100000100/0000,5472477000,29
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,1,10,105,1050001,Impost sobre grans establiments comercials,0,0,0,0,I/105000100/0000,15300000,30
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,402,4020002,Policia autonòmica,0,0,0,0,I/402000200/0000,693088000,31
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,402,4020017,Beques no universitàries,0,0,0,0,I/402001700/0000,30000000,32
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,2,22,220,2200001,Impost especial sobre labors del tabac (participac ió en l'impost estatal),0,0,0,0,I/220000100/0000,680094000,33
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,2,22,221,2210001,Impost especial sobre alcohols (participació en l' impost estatal),0,0,0,0,I/221000100/0000,81143000,34
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,2,22,222,2220001,Impost especial sobre hidrocarburs (participació e n l'impost estatal),0,0,0,0,I/222000100/0000,703455000,35
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,2,22,223,2230001,Impost especial sobre energia,0,0,0,0,I/223000100/0000,280101000,36
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,2,22,224,2240001,Impost especial sobre determinats mitjans de trans port,0,0,0,0,I/224000100/0000,321452000,37
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,2,21,210,2100001,IVA (participació en l'impost estatal),0,0,0,0,I/210000100/0000,2438751000,38
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,3,30,302,3020001,Venda de material de rebuig,0,0,0,0,I/302000100/0000,104000,39
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,402,4020003,Participació dels municipis en els ingressos tribu taris de l'Estat,0,0,0,0,I/402000300/0000,1690337286,40
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,402,4020011,Fons específics de l'acord de finançament (fons de  cohesió sanitària),0,0,0,0,I/402001100/0000,20937000,41
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,2,22,225,2250001,Impost especial sobre vendes minoristes determinat s hidrocarburs,0,0,0,0,I/225000100/0000,175970000,42
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,403,4030002,INEM-SPEE. Promoció i altres programes d'ocupació,0,0,0,0,I/403000200/0000,192171000,43
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,2,22,225,2250002,Impost sobre les vendes minoristes de determinats hidrocarburs. Tram autonòmic,0,0,0,0,I/225000200/0000,175970000,44
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,3,36,360,3600002,Contribucions segons els articles 47 i 48 de la le gislació en matèria d'aigües (DL 3/2003),0,0,0,0,I/360000200/0000,250000,45
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,1,11,110,1100002,Impost general sobre donacions,0,0,0,0,I/110000200/0000,101700000,46
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,2,20,202,2020001,Impost sobre operacions societàries,0,0,0,0,I/202000100/0000,139035000,47
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,406,4060004,Fons específics de l'acord de finançament (Conveni  control IT),0,0,0,0,I/406000400/0000,58624000,48
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,5,53,531,5310001,Diferències positives d'operacions financeres,0,0,0,0,I/531000100/0000,39332000,49
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,5,54,543,5430002,Cànon xarxa EIC,0,0,0,0,I/543000200/0000,2423000,50
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,5,54,543,5430003,Cànon xarxa ITV,0,0,0,0,I/543000300/0000,2423000,51
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,9,90,900,9000001,Deute públic en euros,0,0,0,0,I/900000100/0000,"9418811789,53",52
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,406,4060006,Acord de finançament sanitari (facturació accident s i estrangers),0,0,0,0,I/406000600/0000,23928000,53
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,7,79,793,7930011,FEADER,0,0,0,0,I/793001100/0000,23100000,54
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,3,32,321,3210009,Taxes per la inscripció a convocatòries de selecci ó de personal,0,0,0,0,I/321000900/0000,666000,55
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,3,32,321,3210010,Taxes per l'expedició de títols acadèmics i profes sionals,0,0,0,0,I/321001000/0000,2588000,56
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,3,32,321,3210011,Taxes per la prestació de serveis docents de les e scoles oficials d'idiomes,0,0,0,0,I/321001100/0000,6624000,57
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,3,32,321,3210012,Taxes per l'autorització de transport terrestre,0,0,0,0,I/321001200/0000,2174000,58
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,3,32,321,3210013,"Taxes pel control i prova d'aparells, recipients o  vehicles segons normativa industrial",0,0,0,0,I/321001300/0000,2381000,59
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,3,32,321,3210014,Taxes per l'expedició de la cèdula d'habitabilitat,0,0,0,0,I/321001400/0000,1139000,60
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,3,32,321,3210015,Taxes per serveis de la Direcció General del Joc i  d'Espectacles,0,0,0,0,I/321001500/0000,6639000,61
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,7,70,702,7020007,Programes d'habitatge,0,0,0,0,I/702000700/0000,50037000,62
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,402,4020022,Gratuïtat del segon cicle d'Educació Infantil,0,0,0,0,I/402002200/0000,45000000,63
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,402,4020023,Formació del personal de l'Administració,0,0,0,0,I/402002300/0000,5905000,64
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,402,4020024,Hospital Clínic de Barcelona,0,0,0,0,I/402002400/0000,10967000,65
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,7,70,702,7020024,Hospital Clínic de Barcelona,0,0,0,0,I/702002400/0000,13958000,66
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,403,4030003,INEM-SPEE. Programa de qualificació professional ( Pla FIP),0,0,0,0,I/403000300/0000,75801000,67
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,403,4030005,INEM-SPEE. Centres especials de treball,0,0,0,0,I/403000500/0000,40800000,68
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,406,4060016,Promoció de l'autonomia personal i atenció a les p ersones en situació de dependència,0,0,0,0,I/406001600/0000,0,69
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,402,4020030,Fons de suport a l'acollida i la integració d'immi grants i al reforç educatiu,0,0,0,0,I/402003000/0000,25000000,70
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,7,70,702,7020031,Transferències per infraestructures viàries,0,0,0,0,I/702003100/0000,7000000,71
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,406,4060016,Promoció de l'autonomia personal i atenció a les p ersones en situació de dependència,0,0,0,0,I/406001601/0000,200000000,72
2010,I,1000,Generalitat,Generalitat,,,,X,X,1000,Generalitat,,,4,40,406,4060016,Promoció de l'autonomia personal i atenció a les p ersones en situació de dependència,0,0,0,0,I/406001602/0000,35000000,73
2010,I,6700,"CCRTV Interactiva, SA",SM,,,,X,X,6700,"CCRTV Interactiva, SA",,,3,30,300,3000001,Venda de béns,0,0,0,0,I/300000100/0000,2263542,74
2010,I,6260,"Televisió de Catalunya, SA (TVC)",SM,,,,X,X,6260,"Televisió de Catalunya, SA (TVC)",,,5,53,531,5310001,Diferències positives d'operacions financeres,0,0,0,0,I/531000100/0000,500000,75
2010,I,6260,"Televisió de Catalunya, SA (TVC)",SM,,,,X,X,6260,"Televisió de Catalunya, SA (TVC)",,,3,30,300,3000001,Venda de béns,0,0,0,0,I/300000100/0000,500000,76
2010,I,6760,Institut Català de les Indústries Culturals,EDP,,,,X,X,6760,Institut Català de les Indústries Culturals,,,4,47,470,4700001,D'empreses privades,0,0,0,0,I/470000100/0000,35000,77
2010,I,6760,Institut Català de les Indústries Culturals,EDP,,,,X,X,6760,Institut Català de les Indústries Culturals,,,5,52,520,5200001,Interessos de comptes corrents,0,0,0,0,I/520000100/0000,45000,78
2010,I,6890,Agència per a la Qualitat del Sistema Universitari de Catalunya,EDP,,,,X,X,6890,Agència per a la Qualitat del Sistema Universitari de Catalunya,,,5,52,520,5200001,Interessos de comptes corrents,0,0,0,0,I/520000100/0000,6240,79
2010,I,6880,Agència Catalana de Cooperació al Desenvolupament,EDP,,,,X,X,6880,Agència Catalana de Cooperació al Desenvolupament,,,5,52,520,5200001,Interessos de comptes corrents,0,0,0,0,I/520000100/0000,40000,80
2010,I,6920,Consorci del Circuit de Catalunya,Consorcis,,,,X,X,6920,Consorci del Circuit de Catalunya,,,4,47,470,4700001,D'empreses privades,0,0,0,0,I/470000100/0000,"176067,59",81
2010,I,6890,Agència per a la Qualitat del Sistema Universitari de Catalunya,EDP,,,,X,X,6890,Agència per a la Qualitat del Sistema Universitari de Catalunya,,,5,53,531,5310001,Diferències positives d'operacions financeres,0,0,0,0,I/531000100/0000,10,82
2010,I,6760,Institut Català de les Indústries Culturals,EDP,,,,X,X,6760,Institut Català de les Indústries Culturals,,,8,86,860,8600001,Realització d'altres inversions financeres,0,0,0,0,I/860000100/0000,"906002,14",83
2010,I,6910,"ICF Equipaments, SAU",SM,,,,X,X,6910,"ICF Equipaments, SAU",,,9,91,910,9100001,Del sector públic,0,0,0,0,I/910000100/0000,0,84
2010,I,6520,"Eficiència Energètica, SA ",SM,,,,X,0,6520,"Eficiència Energètica, SA ",,,5,51,510,5100001,Interessos de bestretes i préstecs,0,0,0,0,I/510000100/0000,"55580,07",85
2010,I,6330,Institut Català de Finances (ICF),EDP,,,,X,0,6330,Institut Català de Finances (ICF),,,5,51,510,5100001,Interessos de bestretes i préstecs,0,0,0,0,I/510000100/0000,"32583544,23",86
2010,I,6710,Institut Cartogràfic de Catalunya (ICC),EDP,,,,X,0,6710,Institut Cartogràfic de Catalunya (ICC),,,5,52,520,5200001,Interessos de comptes corrents,0,0,0,0,I/520000100/0000,3000,87
2010,I,6330,Institut Català de Finances (ICF),EDP,,,,X,0,6330,Institut Català de Finances (ICF),,,5,52,520,5200001,Interessos de comptes corrents,0,0,0,0,I/520000100/0000,"15881887,71",88
2010,I,6580,"Forestal Catalana, SA ",SM,,,,X,0,6580,"Forestal Catalana, SA ",,,5,52,520,5200001,Interessos de comptes corrents,0,0,0,0,I/520000100/0000,1600,89
2010,I,6460,Centre d’Iniciatives per a la Reinserció (CIRE),EDP,,,,X,0,6460,Centre d’Iniciatives per a la Reinserció (CIRE),,,5,52,520,5200001,Interessos de comptes corrents,0,0,0,0,I/520000100/0000,7500,90
2010,I,6410,"Centrals i Infraestructures per a la Mobilitat i les Activitats Logístiques, SA (CIMALSA)",SM,,,,X,0,6410,"Centrals i Infraestructures per a la Mobilitat i les Activitats Logístiques, SA (CIMALSA)",,,5,52,520,5200001,Interessos de comptes corrents,0,0,0,0,I/520000100/0000,600,91
2010,I,6720,Ports de la Generalitat,EDP,,,,X,0,6720,Ports de la Generalitat,,,5,52,520,5200001,Interessos de comptes corrents,0,0,0,0,I/520000100/0000,45000,92
2010,I,6320,"Agència de Patrocini i Mecenatge, SA ",SM,,,,X,0,6320,"Agència de Patrocini i Mecenatge, SA ",,,5,52,520,5200001,Interessos de comptes corrents,0,0,0,0,I/520000100/0000,1000,93
2010,I,6460,Centre d’Iniciatives per a la Reinserció (CIRE),EDP,,,,X,0,6460,Centre d’Iniciatives per a la Reinserció (CIRE),,,5,53,532,5320001,Interessos de títols de deute,0,0,0,0,I/532000100/0000,7500,94
2010,I,6590,Aigües Ter-Llobregat (ATLL),EDP,,,,X,0,6590,Aigües Ter-Llobregat (ATLL),,,5,52,520,5200001,Interessos de comptes corrents,0,0,0,0,I/520000100/0000,280500,95
2010,I,6730,"Administració, Promoció i Gestió, SA (ADIGSA)",SM,,,,X,X,6730,"Administració, Promoció i Gestió, SA (ADIGSA)",,,5,51,510,5100001,Interessos de bestretes i préstecs,0,0,0,0,I/510000100/0000,"26301,05",96
2010,I,6400,"Equacat, SA ",SM,,,,X,0,6400,"Equacat, SA ",,,5,52,520,5200001,Interessos de comptes corrents,0,0,0,0,I/520000100/0000,18000,97
2010,I,6450,"Regs de Catalunya, SAU (REGSA)  (2)",SM,,,,X,X,6450,"Regs de Catalunya, SAU (REGSA)  (2)",,,5,52,520,5200001,Interessos de comptes corrents,0,0,0,0,I/520000100/0000,5000,98
2010,I,6410,"Centrals i Infraestructures per a la Mobilitat i les Activitats Logístiques, SA (CIMALSA)",SM,,,,X,0,6410,"Centrals i Infraestructures per a la Mobilitat i les Activitats Logístiques, SA (CIMALSA)",,,5,54,540,5400001,Lloguers de béns immobles,0,0,0,0,I/540000100/0000,"3485152,8",99
2010,I,6670,Institut Català d’Oncologia (ICO),EDP,,,,X,X,6670,Institut Català d’Oncologia (ICO),,,5,52,520,5200001,Interessos de comptes corrents,0,0,0,0,I/520000100/0000,"96139,48",100
2010,I,6400,"Equacat, SA ",SM,,,,X,0,6400,"Equacat, SA ",,,5,53,532,5320001,Interessos de títols de deute,0,0,0,0,I/532000100/0000,3000,101
2010,I,6630,Institut d’Assistència Sanitària (IAS),EDP,,,,X,X,6630,Institut d’Assistència Sanitària (IAS),,,4,47,470,4700001,D'empreses privades,0,0,0,0,I/470000100/0000,3368,102
2010,I,6620,Gestió de Serveis Sanitaris (GSS),EDP,,,,X,X,6620,Gestió de Serveis Sanitaris (GSS),,,5,52,520,5200001,Interessos de comptes corrents,0,0,0,0,I/520000100/0000,"1721,31",103
2010,I,6400,"Equacat, SA ",SM,,,,X,0,6400,"Equacat, SA ",,,5,54,540,5400001,Lloguers de béns immobles,0,0,0,0,I/540000100/0000,58000,104
2010,I,6580,"Forestal Catalana, SA ",SM,,,,X,0,6580,"Forestal Catalana, SA ",,,6,63,630,6300001,Alienació de material de transport,0,0,0,0,I/630000100/0000,6000,105
2010,I,6620,Gestió de Serveis Sanitaris (GSS),EDP,,,,X,X,6620,Gestió de Serveis Sanitaris (GSS),,,5,54,540,5400001,Lloguers de béns immobles,0,0,0,0,I/540000100/0000,"22539,21",106
2010,I,6470,Centre d'Innovació i Desenvolupament Empresarial (CIDEM),EDP,,,,X,X,6470,Centre d'Innovació i Desenvolupament Empresarial (CIDEM),,,5,53,532,5320001,Interessos de títols de deute,0,0,0,0,I/532000100/0000,1000,107
2010,I,6540,Agència Catalana de l’Aigua (ACA),EDP,,,,X,0,6540,Agència Catalana de l’Aigua (ACA),,,7,76,760,7600001,D'ajuntaments,0,0,0,0,I/760000100/0000,"2696338,08",108
2010,I,6540,Agència Catalana de l’Aigua (ACA),EDP,,,,X,0,6540,Agència Catalana de l’Aigua (ACA),,,7,77,770,7700001,D'empreses privades,0,0,0,0,I/770000100/0000,2650000,109
2010,I,6330,Institut Català de Finances (ICF),EDP,,,,X,0,6330,Institut Català de Finances (ICF),,,8,81,810,8100001,Reintegrament de préstecs i bestretes del sector p úblic,0,0,0,0,I/810000100/0000,"68813291,23",110
2010,I,6330,Institut Català de Finances (ICF),EDP,,,,X,0,6330,Institut Català de Finances (ICF),,,8,81,811,8110001,Reintegrament de préstecs i bestretes fora del sec tor públic,0,0,0,0,I/811000100/0000,"154926514,3",111
2010,I,6730,"Administració, Promoció i Gestió, SA (ADIGSA)",SM,,,,X,X,6730,"Administració, Promoció i Gestió, SA (ADIGSA)",,,8,81,811,8110001,Reintegrament de préstecs i bestretes fora del sec tor públic,0,0,0,0,I/811000100/0000,1696675,112
2010,I,6330,Institut Català de Finances (ICF),EDP,,,,X,0,6330,Institut Català de Finances (ICF),,,9,90,900,9000001,Deute públic en euros,0,0,0,0,I/900000100/0000,200000000,113
2010,I,6360,Ferrocarrils de la Generalitat de Catalunya,EDP,,,,X,0,6360,Ferrocarrils de la Generalitat de Catalunya,,,5,52,520,5200001,Interessos de comptes corrents,0,0,0,0,I/520000100/0000,"38742,88",114
2010,I,6360,Ferrocarrils de la Generalitat de Catalunya,EDP,,,,X,0,6360,Ferrocarrils de la Generalitat de Catalunya,,,5,54,540,5400001,Lloguers de béns immobles,0,0,0,0,I/540000100/0000,"1134634,93",115
2010,I,6740,Institut Català del Sòl  (INCASOL),EDP,,,,X,0,6740,Institut Català del Sòl  (INCASOL),,,5,51,510,5100001,Interessos de bestretes i préstecs,0,0,0,0,I/510000100/0000,"6571663,74",116
2010,I,6740,Institut Català del Sòl  (INCASOL),EDP,,,,X,0,6740,Institut Català del Sòl  (INCASOL),,,5,52,520,5200001,Interessos de comptes corrents,0,0,0,0,I/520000100/0000,25000,117
2010,I,6740,Institut Català del Sòl  (INCASOL),EDP,,,,X,0,6740,Institut Català del Sòl  (INCASOL),,,5,54,540,5400001,Lloguers de béns immobles,0,0,0,0,I/540000100/0000,"26056092,4",118
2010,I,6900,"Intracatalonia, SA ",SM,,,,X,X,6900,"Intracatalonia, SA ",,,3,31,319,3190009,Prestacions d'altres serveis,0,0,0,0,I/319000900/0000,1450000,119
2010,I,6740,Institut Català del Sòl  (INCASOL),EDP,,,,X,0,6740,Institut Català del Sòl  (INCASOL),,,6,60,600,6000001,Alienació de terrenys i béns naturals,0,0,0,0,I/600000100/0000,76882586,120
2010,I,6740,Institut Català del Sòl  (INCASOL),EDP,,,,X,0,6740,Institut Català del Sòl  (INCASOL),,,6,61,610,6100001,Alienació d'edificis i altres construccions,0,0,0,0,I/610000100/0000,"92586022,87",121
2010,I,6740,Institut Català del Sòl  (INCASOL),EDP,,,,X,0,6740,Institut Català del Sòl  (INCASOL),,,6,67,670,6700001,Alienació d'altre immobilitzat material,0,0,0,0,I/670000100/0000,"11650600,29",122
2010,I,6740,Institut Català del Sòl  (INCASOL),EDP,,,,X,0,6740,Institut Català del Sòl  (INCASOL),,,8,81,810,8100001,Reintegrament de préstecs i bestretes del sector p úblic,0,0,0,0,I/810000100/0000,"4519063,82",123
2010,I,6210,Entitat Autònoma del Diari Oficial i de Publicacions de la Generalitat (EADOP),EACF,,,,X,0,6210,Entitat Autònoma del Diari Oficial i de Publicacions de la Generalitat (EADOP),,,3,30,301,3010001,Venda de publicacions,0,0,0,0,I/301000100/0000,1471500,124
2010,I,6210,Entitat Autònoma del Diari Oficial i de Publicacions de la Generalitat (EADOP),EACF,,,,X,0,6210,Entitat Autònoma del Diari Oficial i de Publicacions de la Generalitat (EADOP),,,3,31,319,3190009,Prestacions d'altres serveis,0,0,0,0,I/319000900/0000,641000,125
2010,I,6210,Entitat Autònoma del Diari Oficial i de Publicacions de la Generalitat (EADOP),EACF,,,,X,0,6210,Entitat Autònoma del Diari Oficial i de Publicacions de la Generalitat (EADOP),,,3,32,321,3210001,Taxes,0,0,0,0,I/321000100/0000,6100000,126
2010,I,6740,Institut Català del Sòl  (INCASOL),EDP,,,,X,0,6740,Institut Català del Sòl  (INCASOL),,,9,93,930,9300001,Fiances rebudes,0,0,0,0,I/930000100/0000,50500000,127
2010,I,6230,Entitat Autònoma de Jocs i Apostes (EAJA),EACF,,,,X,0,6230,Entitat Autònoma de Jocs i Apostes (EAJA),,,3,39,399,3990009,Altres ingressos diversos,0,0,0,0,I/399000900/0000,21616035,128
2010,I,6220,Institut Català del Crèdit Agrari (ICCA),EACF,,,,X,0,6220,Institut Català del Crèdit Agrari (ICCA),,,3,39,390,3900002,Interessos de demora,0,0,0,0,I/390000200/0000,85000,129
2010,I,6240,Entitat Autònoma de Difusió Cultural,EACF,,,,X,X,6240,Entitat Autònoma de Difusió Cultural,,,3,39,399,3990009,Altres ingressos diversos,0,0,0,0,I/399000900/0000,"147498,43",130
2010,I,6230,Entitat Autònoma de Jocs i Apostes (EAJA),EACF,,,,X,0,6230,Entitat Autònoma de Jocs i Apostes (EAJA),,,5,52,520,5200001,Interessos de comptes corrents,0,0,0,0,I/520000100/0000,50000,131
2010,I,6220,Institut Català del Crèdit Agrari (ICCA),EACF,,,,X,0,6220,Institut Català del Crèdit Agrari (ICCA),,,5,52,520,5200001,Interessos de comptes corrents,0,0,0,0,I/520000100/0000,1500,132
2010,I,7060,Consorci de Promoció Comercial de Catalunya (COPCA),Consorcis,,,,X,X,7060,Consorci de Promoció Comercial de Catalunya (COPCA),,,3,30,301,3010001,Venda de publicacions,0,0,0,0,I/301000100/0000,2000,133
2010,I,7090,Consorci Institut Europeu de la Mediterrània,Consorcis,,,,0,X,7090,Consorci Institut Europeu de la Mediterrània,,,3,30,301,3010001,Venda de publicacions,0,0,0,0,I/301000100/0000,3000,134
2010,I,6940,Consorci del Palau de la Música Catalana,Consorcis,,,,0,X,6940,Consorci del Palau de la Música Catalana,,,3,31,310,3100001,Administració i cobrança,0,0,0,0,I/310000100/0000,"2372765,1",135
2010,I,7070,Fundació per a la Universitat Oberta de Catalunya,Fundacions,,,,X,X,7070,Fundació per a la Universitat Oberta de Catalunya,,,3,31,311,3110001,Drets de matrícula,0,0,0,0,I/311000100/0000,"49347661,11",136
2010,I,6950,Corporació Sanitària Parc Taulí de Sabadell,Consorcis,,,,X,X,6950,Corporació Sanitària Parc Taulí de Sabadell,,,3,31,312,3120001,Drets d'allotjament i restauració,0,0,0,0,I/312000100/0000,"438424,6",137
2010,I,7010,Consorci Sanitari de l’Anoia,Consorcis,,,,X,X,7010,Consorci Sanitari de l’Anoia,,,3,31,317,3170001,Prestació de serveis d'assistència sanitària per c ompte del Catsalut,0,0,0,0,I/317000100/0000,56755473,138
